created_at,entry_id,temp,humidity
2022-12-23 18:56:07 UTC,166,22.6,62
2022-12-23 18:56:25 UTC,167,22.6,62
2022-12-23 18:56:43 UTC,168,22.6,62
2022-12-23 18:57:01 UTC,169,22.6,62
2022-12-23 18:57:18 UTC,170,22.6,62
2022-12-23 18:57:36 UTC,171,22.6,62
2022-12-23 18:57:54 UTC,172,22.6,62
2022-12-23 18:58:11 UTC,173,22.6,62
2022-12-23 18:58:29 UTC,174,22.6,62
2022-12-23 18:58:47 UTC,175,22.6,62
2022-12-23 18:59:05 UTC,176,22.6,62
2022-12-23 18:59:22 UTC,177,22.6,62
2022-12-23 18:59:40 UTC,178,22.6,62
2022-12-23 18:59:58 UTC,179,22.6,62
2022-12-23 19:00:15 UTC,180,22.6,62
2022-12-23 19:00:33 UTC,181,22.6,62
2022-12-23 19:00:51 UTC,182,22.6,62
2022-12-23 19:01:09 UTC,183,22.6,62
2022-12-23 19:01:26 UTC,184,22.6,62
2022-12-23 19:01:44 UTC,185,22.6,62
2022-12-23 19:02:02 UTC,186,22.6,62
2022-12-23 19:02:20 UTC,187,22.6,62
2022-12-23 19:02:37 UTC,188,22.6,62
2022-12-23 19:02:55 UTC,189,22.6,62
2022-12-23 19:03:13 UTC,190,22.6,62
2022-12-23 19:03:31 UTC,191,22.6,62
2022-12-23 19:03:49 UTC,192,22.6,62
2022-12-23 19:04:06 UTC,193,22.6,62
2022-12-23 19:04:24 UTC,194,22.6,62
2022-12-23 19:04:42 UTC,195,22.6,63
2022-12-23 19:04:59 UTC,196,22.6,63
2022-12-23 19:05:17 UTC,197,22.6,63
2022-12-23 19:05:35 UTC,198,22.6,63
2022-12-23 19:05:53 UTC,199,22.6,63
2022-12-23 19:06:15 UTC,200,22.6,63
2022-12-23 19:07:10 UTC,201,22.6,62
2022-12-23 19:07:28 UTC,202,22.6,63
2022-12-23 19:07:45 UTC,203,22.6,63
2022-12-23 19:08:03 UTC,204,22.6,63
2022-12-23 19:08:21 UTC,205,22.6,63
2022-12-23 19:08:38 UTC,206,22.6,63
2022-12-23 19:08:56 UTC,207,22.6,63
2022-12-23 19:09:14 UTC,208,22.6,63
2022-12-23 19:09:31 UTC,209,22.6,63
2022-12-23 19:09:49 UTC,210,22.6,63
2022-12-23 19:10:07 UTC,211,22.6,63
2022-12-23 19:10:24 UTC,212,22.6,63
2022-12-23 19:10:42 UTC,213,22.6,63
2022-12-23 19:10:59 UTC,214,22.6,63
2022-12-23 19:11:17 UTC,215,22.6,63
2022-12-23 19:11:35 UTC,216,22.6,63
2022-12-23 19:11:53 UTC,217,22.6,63
2022-12-23 19:12:10 UTC,218,22.6,63
2022-12-23 19:12:28 UTC,219,22.6,62
2022-12-23 19:12:46 UTC,220,22.6,62
2022-12-23 19:13:03 UTC,221,22.6,62
2022-12-23 19:13:21 UTC,222,22.6,62
2022-12-23 19:13:39 UTC,223,22.6,62
2022-12-23 19:13:57 UTC,224,22.6,62
2022-12-23 19:14:14 UTC,225,22.6,62
2022-12-23 19:14:32 UTC,226,22.6,62
2022-12-23 19:14:50 UTC,227,22.6,62
2022-12-23 22:52:09 UTC,228,21.3,70
2022-12-23 22:52:27 UTC,229,21.3,70
2022-12-23 22:52:44 UTC,230,21.3,70
2022-12-23 22:53:02 UTC,231,21.3,70
2022-12-23 22:53:20 UTC,232,21.3,70
2022-12-23 22:53:38 UTC,233,21.3,70
2022-12-23 22:53:56 UTC,234,21.3,70
2022-12-23 22:54:13 UTC,235,21.3,70
2022-12-23 22:54:33 UTC,236,21.3,70
2022-12-23 22:54:52 UTC,237,21.3,70
2022-12-23 22:55:09 UTC,238,21.3,70
2022-12-23 22:55:27 UTC,239,21.3,70
2022-12-23 22:55:45 UTC,240,21.3,70
2022-12-23 22:56:03 UTC,241,21.3,70
2022-12-23 22:56:18 UTC,242,21.3,70
2022-12-23 22:56:37 UTC,243,21.3,70
2022-12-23 22:56:55 UTC,244,21.3,70
2022-12-23 22:57:13 UTC,245,21.3,70
2022-12-23 22:57:31 UTC,246,21.3,70
2022-12-23 22:57:48 UTC,247,21.3,70
2022-12-23 22:58:06 UTC,248,21.3,70
2022-12-23 22:58:24 UTC,249,21.3,70
2022-12-23 22:58:42 UTC,250,21.3,70
2022-12-23 22:59:00 UTC,251,21.3,70
2022-12-23 22:59:18 UTC,252,21.3,70
2022-12-23 22:59:35 UTC,253,21.3,70
2022-12-23 22:59:53 UTC,254,21.3,70
2022-12-23 23:00:11 UTC,255,21.3,70
2022-12-23 23:00:28 UTC,256,21.3,70
2022-12-23 23:00:46 UTC,257,21.3,70
2022-12-23 23:01:04 UTC,258,21.3,70
2022-12-23 23:01:22 UTC,259,21.3,70
2022-12-23 23:01:39 UTC,260,21.3,70
2022-12-23 23:01:57 UTC,261,21.3,70
2022-12-23 23:02:15 UTC,262,21.3,70
2022-12-23 23:02:33 UTC,263,21.3,70
2022-12-23 23:02:50 UTC,264,21.3,70
2022-12-23 23:03:08 UTC,265,21.3,70
2022-12-23 23:03:26 UTC,266,21.3,70
2022-12-23 23:03:43 UTC,267,21.3,70
2022-12-23 23:04:01 UTC,268,21.3,70
2022-12-23 23:04:19 UTC,269,21.3,70
2022-12-23 23:04:37 UTC,270,21.3,70
2022-12-23 23:04:55 UTC,271,21.3,70
2022-12-23 23:05:13 UTC,272,21.3,70
2022-12-23 23:05:30 UTC,273,21.3,70
2022-12-23 23:05:48 UTC,274,21.3,70
2022-12-23 23:06:06 UTC,275,21.3,70
2022-12-23 23:06:23 UTC,276,21.3,70
2022-12-23 23:06:41 UTC,277,21.3,70
2022-12-23 23:06:59 UTC,278,21.3,70
2022-12-23 23:07:17 UTC,279,21.3,70
2022-12-23 23:07:34 UTC,280,21.3,70
2022-12-23 23:07:52 UTC,281,21.3,70
2022-12-23 23:08:10 UTC,282,21.3,70
2022-12-23 23:08:25 UTC,283,21.3,70
2022-12-23 23:08:43 UTC,284,21.3,70
2022-12-23 23:09:01 UTC,285,21.3,70
2022-12-23 23:09:19 UTC,286,21.3,70
2022-12-23 23:09:36 UTC,287,21.3,70
2022-12-23 23:09:54 UTC,288,21.3,70
2022-12-23 23:10:12 UTC,289,21.3,70
2022-12-23 23:11:17 UTC,290,21.3,70
2022-12-23 23:11:35 UTC,291,21.3,70
2022-12-23 23:11:53 UTC,292,21.3,70
2022-12-23 23:12:11 UTC,293,21.3,70
2022-12-23 23:12:28 UTC,294,21.3,70
2022-12-23 23:12:46 UTC,295,21.3,70
2022-12-23 23:13:05 UTC,296,21.3,70
2022-12-23 23:13:23 UTC,297,21.3,70
2022-12-23 23:13:41 UTC,298,21.3,70
2022-12-23 23:13:56 UTC,299,21.3,70
2022-12-23 23:14:11 UTC,300,21.3,70
2022-12-23 23:14:29 UTC,301,21.3,70
2022-12-23 23:14:47 UTC,302,21.3,70
2022-12-23 23:15:05 UTC,303,21.3,70
2022-12-23 23:15:22 UTC,304,21.3,70
2022-12-23 23:15:40 UTC,305,21.3,70
2022-12-23 23:15:58 UTC,306,21.3,70
2022-12-23 23:16:16 UTC,307,21.3,70
2022-12-23 23:16:34 UTC,308,21.3,70
2022-12-23 23:16:51 UTC,309,21.3,70
2022-12-23 23:17:09 UTC,310,21.3,70
2022-12-23 23:17:27 UTC,311,21.4,70
2022-12-23 23:17:44 UTC,312,21.3,70
2022-12-23 23:18:02 UTC,313,21.3,69
2022-12-23 23:18:17 UTC,314,21.3,69
2022-12-23 23:18:35 UTC,315,21.3,69
2022-12-23 23:18:53 UTC,316,21.4,69
2022-12-23 23:19:11 UTC,317,21.4,69
2022-12-23 23:19:29 UTC,318,21.4,69
2022-12-23 23:19:46 UTC,319,21.4,69
2022-12-23 23:20:04 UTC,320,21.4,69
2022-12-23 23:20:22 UTC,321,21.4,69
2022-12-23 23:20:40 UTC,322,21.4,69
2022-12-23 23:20:58 UTC,323,21.5,69
2022-12-23 23:21:16 UTC,324,21.5,69
2022-12-23 23:21:33 UTC,325,21.5,69
2022-12-23 23:21:51 UTC,326,21.5,69
2022-12-23 23:22:09 UTC,327,21.6,69
2022-12-23 23:22:27 UTC,328,21.6,69
2022-12-23 23:22:45 UTC,329,21.6,69
2022-12-23 23:23:02 UTC,330,21.6,68
